"Table 11 Housing market: simple average house prices, by new/other dwellings, type of buyer and  region, United Kingdom, from 1992 (quarterly) 1, 2, 3 (previously DCLG table 504)",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,New dwellings,,Other dwellings4,,All dwellings,,First time buyers,,Former owner occupiers,,,,,,,,,,,,,,,
,,,,Price,,Price,,Price,,Price,,Price,,,,,,,,,,,,,,,
,,,,£,,£,,£,,£,,£,,,,,,,,,,,,,,,
United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02000001,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Q3,,"397,000 ",,"427,000 ",,"422,000 ",,"300,000 ",,"516,000 ",,,,,,,,,,,,,,,
,,Q4,,"397,000 ",,"446,000 ",,"436,000 ",,"308,000 ",,"524,000 ",,,,,,,,,,,,,,,
,2021,Q1,,"399,000 ",,"450,000 ",,"443,000 ",,"312,000 ",,"515,000 ",,,,,,,,,,,,,,,
,,Q2,,"388,000 ",,"442,000 ",,"433,000 ",,"307,000 ",,"516,000 ",,,,,,,,,,,,,,,
,,Q3,,"363,000 ",,"413,000 ",,"404,000 ",,"285,000 ",,"513,000 ",,,,,,,,,,,,,,,
,,Q4,,"376,000 ",,"434,000 ",,"422,000 ",,"297,000 ",,"548,000 ",,,,,,,,,,,,,,,
,2022,Q1,,"393,000 ",,"449,000 ",,"439,000 ",,"306,000 ",,"555,000 ",,,,,,,,,,,,,,,
,,Q2,,"414,000 ",,"460,000 ",,"450,000 ",,"323,000 ",,"567,000 ",,,,,,,,,,,,,,,
,,Q3,,"399,000 ",,"482,000 ",,"469,000 ",,"327,000 ",,"594,000 ",,,,,,,,,,,,,,,
,,Q4,,"391,000 ",,"463,000 ",,"450,000 ",,"323,000 ",,"568,000 ",,,,,,,,,,,,,,,
,2023,Q1,,"378,000 ",,"436,000 ",,"426,000 ",,"310,000 ",,"537,000 ",,,,,,,,,,,,,,,
,,Q2,,"395,000 ",,"443,000 ",,"435,000 ",,"318,000 ",,"541,000 ",,,,,,,,,,,,,,,
,,Q3,,"383,000 ",,"453,000 ",,"444,000 ",,"319,000 ",,"555,000 ",,,,,,,,,,,,,,,
,,Q4,,"359,000 ",,"435,000 ",,"423,000 ",,"305,000 ",,"535,000 ",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
South West,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000009,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1992,Q1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Q2,,"75,000 ",,"59,000 ",,"61,000 ",,"48,000 ",,"75,000 ",,,,,,,,,,,,,,,
,,Q3,,"70,000 ",,"65,000 ",,"66,000 ",,"48,000 ",,"79,000 ",,,,,,,,,,,,,,,
,,Q4,,"68,000 ",,"57,000 ",,"58,000 ",,"45,000 ",,"74,000 ",,,,,,,,,,,,,,,
,1993,Q1,,"59,000 ",,"58,000 ",,"58,000 ",,"49,000 ",,"67,000 ",,,,,,,,,,,,,,,
,,Q2,,"68,000 ",,"60,000 ",,"61,000 ",,"47,000 ",,"74,000 ",,,,,,,,,,,,,,,
,,Q3,,"66,000 ",,"62,000 ",,"63,000 ",,"49,000 ",,"76,000 ",,,,,,,,,,,,,,,
,,Q4,,"73,000 ",,"61,000 ",,"63,000 ",,"48,000 ",,"76,000 ",,,,,,,,,,,,,,,
,1994,Q1,,"72,000 ",,"59,000 ",,"61,000 ",,"48,000 ",,"75,000 ",,,,,,,,,,,,,,,
,,Q2,,"81,000 ",,"64,000 ",,"65,000 ",,"50,000 ",,"80,000 ",,,,,,,,,,,,,,,
,,Q3,,"79,000 ",,"62,000 ",,"65,000 ",,"51,000 ",,"80,000 ",,,,,,,,,,,,,,,
,,Q4,,"75,000 ",,"66,000 ",,"68,000 ",,"52,000 ",,"82,000 ",,,,,,,,,,,,,,,
,1995,Q1,,"72,000 ",,"61,000 ",,"63,000 ",,"50,000 ",,"79,000 ",,,,,,,,,,,,,,,
,,Q2,,"69,000 ",,"62,000 ",,"63,000 ",,"46,000 ",,"80,000 ",,,,,,,,,,,,,,,
,,Q3,,"84,000 ",,"65,000 ",,"68,000 ",,"47,000 ",,"84,000 ",,,,,,,,,,,,,,,
,,Q4,,"77,000 ",,"63,000 ",,"65,000 ",,"46,000 ",,"81,000 ",,,,,,,,,,,,,,,
,1996,Q1,,"76,000 ",,"65,000 ",,"66,000 ",,"46,000 ",,"85,000 ",,,,,,,,,,,,,,,
,,Q2,,"79,000 ",,"66,000 ",,"68,000 ",,"49,000 ",,"81,000 ",,,,,,,,,,,,,,,
,,Q3,,"85,000 ",,"68,000 ",,"70,000 ",,"51,000 ",,"83,000 ",,,,,,,,,,,,,,,
,,Q4,,"96,000 ",,"65,000 ",,"67,000 ",,"51,000 ",,"81,000 ",,,,,,,,,,,,,,,
,1997,Q1,,"86,000 ",,"67,000 ",,"68,000 ",,"51,000 ",,"80,000 ",,,,,,,,,,,,,,,
,,Q2,,"90,000 ",,"71,000 ",,"73,000 ",,"50,000 ",,"90,000 ",,,,,,,,,,,,,,,
,,Q3,,"88,000 ",,"73,000 ",,"74,000 ",,"54,000 ",,"88,000 ",,,,,,,,,,,,,,,
,,Q4,,"88,000 ",,"72,000 ",,"74,000 ",,"58,000 ",,"85,000 ",,,,,,,,,,,,,,,
,1998,Q1,,"96,000 ",,"75,000 ",,"78,000 ",,"58,000 ",,"94,000 ",,,,,,,,,,,,,,,
,,Q2,,"95,000 ",,"76,000 ",,"78,000 ",,"61,000 ",,"91,000 ",,,,,,,,,,,,,,,
,,Q3,,"94,000 ",,"81,000 ",,"82,000 ",,"61,000 ",,"99,000 ",,,,,,,,,,,,,,,
,,Q4,,"111,000 ",,"78,000 ",,"82,000 ",,"64,000 ",,"94,000 ",,,,,,,,,,,,,,,
,1999,Q1,,"107,000 ",,"78,000 ",,"81,000 ",,"65,000 ",,"94,000 ",,,,,,,,,,,,,,,
,,Q2,,"108,000 ",,"83,000 ",,"85,000 ",,"70,000 ",,"97,000 ",,,,,,,,,,,,,,,
,,Q3,,"113,000 ",,"93,000 ",,"95,000 ",,"76,000 ",,"109,000 ",,,,,,,,,,,,,,,
,,Q4,,"112,000 ",,"90,000 ",,"93,000 ",,"72,000 ",,"108,000 ",,,,,,,,,,,,,,,
,2000,Q1,,"125,000 ",,"91,000 ",,"95,000 ",,"76,000 ",,"109,000 ",,,,,,,,,,,,,,,
,,Q2,,"125,000 ",,"99,000 ",,"102,000 ",,"80,000 ",,"113,000 ",,,,,,,,,,,,,,,
,,Q3,,"132,000 ",,"107,000 ",,"109,000 ",,"83,000 ",,"124,000 ",,,,,,,,,,,,,,,
,,Q4,,"130,000 ",,"108,000 ",,"110,000 ",,"81,000 ",,"126,000 ",,,,,,,,,,,,,,,
,2001,Q1,,"145,000 ",,"112,000 ",,"113,000 ",,"89,000 ",,"124,000 ",,,,,,,,,,,,,,,
,,Q2,,"137,000 ",,"110,000 ",,"112,000 ",,"86,000 ",,"127,000 ",,,,,,,,,,,,,,,
,,Q3,,"141,000 ",,"124,000 ",,"124,000 ",,"95,000 ",,"139,000 ",,,,,,,,,,,,,,,
,,Q4,,"149,000 ",,"121,000 ",,"123,000 ",,"99,000 ",,"135,000 ",,,,,,,,,,,,,,,
,2002,Q1,,"149,000 ",,"121,000 ",,"122,000 ",,"94,000 ",,"132,000 ",,,,,,,,,,,,,,,
,,Q2,,"173,000 ",,"132,000 ",,"136,000 ",,"112,000 ",,"142,000 ",,,,,,,,,,,,,,,
,,Q3,,"167,000 ",,"152,000 ",,"154,000 ",,"126,000 ",,"166,000 ",,,,,,,,,,,,,,,
,,Q4,,"174,000 ",,"150,000 ",,"153,000 ",,"124,000 ",,"163,000 ",,,,,,,,,,,,,,,
,2003,Q1,,"192,000 ",,"155,000 ",,"157,000 ",,"132,000 ",,"165,000 ",,,,,,,,,,,,,,,
,,Q2,,"184,000 ",,"162,000 ",,"163,000 ",,"137,000 ",,"172,000 ",,,,,,,,,,,,,,,
,,Q3,,"208,000 ",,"181,000 ",,"181,000 ",,"130,000 ",,"185,000 ",,,,,,,,,,,,,,,
,,Q4,,"216,000 ",,"180,000 ",,"181,000 ",,"132,000 ",,"185,000 ",,,,,,,,,,,,,,,
,2004,Q1,,"209,000 ",,"183,000 ",,"184,000 ",,"136,000 ",,"191,000 ",,,,,,,,,,,,,,,
,,Q2,,"225,000 ",,"190,000 ",,"193,000 ",,"143,000 ",,"198,000 ",,,,,,,,,,,,,,,
,,Q3,,"213,000 ",,"204,000 ",,"207,000 ",,"150,000 ",,"214,000 ",,,,,,,,,,,,,,,
,,Q4,,"221,000 ",,"206,000 ",,"208,000 ",,"153,000 ",,"216,000 ",,,,,,,,,,,,,,,
,2005,Q1,,"226,000 ",,"205,000 ",,"209,000 ",,"156,000 ",,"213,000 ",,,,,,,,,,,,,,,
,,Q2,,"219,000 ",,"199,000 ",,"203,000 ",,"153,000 ",,"207,000 ",,,,,,,,,,,,,,,
,,Q3,,"223,000 ",,"205,000 ",,"208,000 ",,"152,000 ",,"219,000 ",,,,,,,,,,,,,,,
,,Q4,,"215,000 ",,"198,000 ",,"199,000 ",,"144,000 ",,"224,000 ",,,,,,,,,,,,,,,
,2006,Q1,,"214,000 ",,"203,000 ",,"204,000 ",,"144,000 ",,"230,000 ",,,,,,,,,,,,,,,
,,Q2,,"220,000 ",,"208,000 ",,"208,000 ",,"150,000 ",,"234,000 ",,,,,,,,,,,,,,,
,,Q3,,"211,000 ",,"221,000 ",,"220,000 ",,"157,000 ",,"246,000 ",,,,,,,,,,,,,,,
,,Q4,,"223,000 ",,"222,000 ",,"222,000 ",,"156,000 ",,"248,000 ",,,,,,,,,,,,,,,
,2007,Q1,,"216,000 ",,"225,000 ",,"225,000 ",,"159,000 ",,"252,000 ",,,,,,,,,,,,,,,
,,Q2,,"214,000 ",,"230,000 ",,"229,000 ",,"164,000 ",,"256,000 ",,,,,,,,,,,,,,,
,,Q3,,"226,000 ",,"240,000 ",,"239,000 ",,"167,000 ",,"268,000 ",,,,,,,,,,,,,,,
,,Q4,,"219,000 ",,"232,000 ",,"231,000 ",,"164,000 ",,"259,000 ",,,,,,,,,,,,,,,
,2008,Q1,,"210,000 ",,"233,000 ",,"231,000 ",,"159,000 ",,"261,000 ",,,,,,,,,,,,,,,
,,Q2,,"225,000 ",,"231,000 ",,"230,000 ",,"166,000 ",,"257,000 ",,,,,,,,,,,,,,,
,,Q3,,"214,000 ",,"241,000 ",,"239,000 ",,"168,000 ",,"269,000 ",,,,,,,,,,,,,,,
,,Q4,,"186,000 ",,"224,000 ",,"220,000 ",,"156,000 ",,"253,000 ",,,,,,,,,,,,,,,
,2009,Q1,,"180,000 ",,"216,000 ",,"214,000 ",,"156,000 ",,"244,000 ",,,,,,,,,,,,,,,
,,Q2,,"188,000 ",,"215,000 ",,"213,000 ",,"157,000 ",,"240,000 ",,,,,,,,,,,,,,,
,,Q3,,"207,000 ",,"230,000 ",,"228,000 ",,"163,000 ",,"257,000 ",,,,,,,,,,,,,,,
,,Q4,,"208,000 ",,"228,000 ",,"226,000 ",,"164,000 ",,"253,000 ",,,,,,,,,,,,,,,
,2010,Q1,,"195,000 ",,"241,000 ",,"239,000 ",,"174,000 ",,"265,000 ",,,,,,,,,,,,,,,
,,Q2,,"211,000 ",,"241,000 ",,"239,000 ",,"176,000 ",,"263,000 ",,,,,,,,,,,,,,,
,,Q3,,"198,000 ",,"249,000 ",,"247,000 ",,"172,000 ",,"276,000 ",,,,,,,,,,,,,,,
,,Q4,,"211,000 ",,"235,000 ",,"234,000 ",,"166,000 ",,"262,000 ",,,,,,,,,,,,,,,
,2011,Q1,,"208,000 ",,"232,000 ",,"229,000 ",,"167,000 ",,"257,000 ",,,,,,,,,,,,,,,
,,Q2,,"202,000 ",,"231,000 ",,"228,000 ",,"165,000 ",,"257,000 ",,,,,,,,,,,,,,,
,,Q3,,"235,000 ",,"240,000 ",,"239,000 ",,"167,000 ",,"267,000 ",,,,,,,,,,,,,,,
,,Q4,,"245,000 ",,"230,000 ",,"232,000 ",,"169,000 ",,"257,000 ",,,,,,,,,,,,,,,
,2012,Q1,,"235,000 ",,"230,000 ",,"232,000 ",,"166,000 ",,"264,000 ",,,,,,,,,,,,,,,
,,Q2,,"240,000 ",,"232,000 ",,"234,000 ",,"169,000 ",,"258,000 ",,,,,,,,,,,,,,,
,,Q3,,"227,000 ",,"233,000 ",,"233,000 ",,"167,000 ",,"265,000 ",,,,,,,,,,,,,,,
,,Q4,,"237,000 ",,"229,000 ",,"232,000 ",,"166,000 ",,"265,000 ",,,,,,,,,,,,,,,
,2013,Q1,,"235,000 ",,"225,000 ",,"226,000 ",,"163,000 ",,"260,000 ",,,,,,,,,,,,,,,
,,Q2,,"246,000 ",,"222,000 ",,"224,000 ",,"168,000 ",,"257,000 ",,,,,,,,,,,,,,,
,,Q3,,"208,000 ",,"238,000 ",,"236,000 ",,"171,000 ",,"270,000 ",,,,,,,,,,,,,,,
,,Q4,,"220,000 ",,"234,000 ",,"233,000 ",,"172,000 ",,"268,000 ",,,,,,,,,,,,,,,
,2014,Q1,,"235,000 ",,"236,000 ",,"235,000 ",,"173,000 ",,"272,000 ",,,,,,,,,,,,,,,
,,Q2,,"249,000 ",,"239,000 ",,"239,000 ",,"180,000 ",,"273,000 ",,,,,,,,,,,,,,,
,,Q3,,"244,000 ",,"254,000 ",,"252,000 ",,"188,000 ",,"289,000 ",,,,,,,,,,,,,,,
,,Q4,,"242,000 ",,"248,000 ",,"247,000 ",,"182,000 ",,"287,000 ",,,,,,,,,,,,,,,
,2015,Q1,,"236,000 ",,"252,000 ",,"251,000 ",,"189,000 ",,"289,000 ",,,,,,,,,,,,,,,
,,Q2,,"256,000 ",,"251,000 ",,"252,000 ",,"191,000 ",,"293,000 ",,,,,,,,,,,,,,,
,,Q3,,"262,000 ",,"271,000 ",,"270,000 ",,"196,000 ",,"313,000 ",,,,,,,,,,,,,,,
,,Q4,,"257,000 ",,"269,000 ",,"265,000 ",,"196,000 ",,"311,000 ",,,,,,,,,,,,,,,
,2016,Q1,,"260,000 ",,"271,000 ",,"270,000 ",,"196,000 ",,"314,000 ",,,,,,,,,,,,,,,
,,Q2,,"268,000 ",,"260,000 ",,"261,000 ",,"201,000 ",,"313,000 ",,,,,,,,,,,,,,,
,,Q3,,"273,000 ",,"281,000 ",,"281,000 ",,"205,000 ",,"338,000 ",,,,,,,,,,,,,,,
,,Q4,,"262,000 ",,"271,000 ",,"270,000 ",,"204,000 ",,"324,000 ",,,,,,,,,,,,,,,
,2017,Q1,,"268,000 ",,"271,000 ",,"271,000 ",,"204,000 ",,"321,000 ",,,,,,,,,,,,,,,
,,Q2,,"282,000 ",,"270,000 ",,"272,000 ",,"210,000 ",,"323,000 ",,,,,,,,,,,,,,,
,,Q3,,"294,000 ",,"285,000 ",,"286,000 ",,"214,000 ",,"337,000 ",,,,,,,,,,,,,,,
,,Q4,,"289,000 ",,"278,000 ",,"280,000 ",,"213,000 ",,"331,000 ",,,,,,,,,,,,,,,
,2018,Q1,,"287,000 ",,"280,000 ",,"281,000 ",,"212,000 ",,"335,000 ",,,,,,,,,,,,,,,
,,Q2,,"290,000 ",,"276,000 ",,"278,000 ",,"216,000 ",,"330,000 ",,,,,,,,,,,,,,,
,,Q3,,"291,000 ",,"289,000 ",,"289,000 ",,"217,000 ",,"347,000 ",,,,,,,,,,,,,,,
,,Q4,,"290,000 ",,"281,000 ",,"283,000 ",,"219,000 ",,"337,000 ",,,,,,,,,,,,,,,
,2019,Q1,,"283,000 ",,"278,000 ",,"279,000 ",,"213,000 ",,"334,000 ",,,,,,,,,,,,,,,
,,Q2,,"289,000 ",,"276,000 ",,"279,000 ",,"218,000 ",,"332,000 ",,,,,,,,,,,,,,,
,,Q3,,"284,000 ",,"293,000 ",,"292,000 ",,"219,000 ",,"349,000 ",,,,,,,,,,,,,,,
,,Q4,,"290,000 ",,"290,000 ",,"290,000 ",,"220,000 ",,"345,000 ",,,,,,,,,,,,,,,
,2020,Q1,,"291,000 ",,"290,000 ",,"290,000 ",,"217,000 ",,"347,000 ",,,,,,,,,,,,,,,
,,Q2,,"278,000 ",,"280,000 ",,"280,000 ",,"218,000 ",,"339,000 ",,,,,,,,,,,,,,,
,,Q3,,"315,000 ",,"316,000 ",,"315,000 ",,"236,000 ",,"373,000 ",,,,,,,,,,,,,,,
,,Q4,,"314,000 ",,"334,000 ",,"331,000 ",,"243,000 ",,"389,000 ",,,,,,,,,,,,,,,
,2021,Q1,,"327,000 ",,"346,000 ",,"344,000 ",,"243,000 ",,"396,000 ",,,,,,,,,,,,,,,
,,Q2,,"314,000 ",,"341,000 ",,"337,000 ",,"245,000 ",,"397,000 ",,,,,,,,,,,,,,,
,,Q3,,"285,000 ",,"307,000 ",,"304,000 ",,"230,000 ",,"366,000 ",,,,,,,,,,,,,,,
,,Q4,,"293,000 ",,"324,000 ",,"318,000 ",,"236,000 ",,"402,000 ",,,,,,,,,,,,,,,
,2022,Q1,,"310,000 ",,"339,000 ",,"335,000 ",,"247,000 ",,"410,000 ",,,,,,,,,,,,,,,
,,Q2,,"316,000 ",,"344,000 ",,"339,000 ",,"255,000 ",,"416,000 ",,,,,,,,,,,,,,,
,,Q3,,"326,000 ",,"366,000 ",,"360,000 ",,"268,000 ",,"439,000 ",,,,,,,,,,,,,,,
,,Q4,,"325,000 ",,"358,000 ",,"353,000 ",,"264,000 ",,"432,000 ",,,,,,,,,,,,,,,
,2023,Q1,,"302,000 ",,"343,000 ",,"337,000 ",,"248,000 ",,"416,000 ",,,,,,,,,,,,,,,
,,Q2,,"331,000 ",,"337,000 ",,"336,000 ",,"254,000 ",,"411,000 ",,,,,,,,,,,,,,,
,,Q3,,"322,000 ",,"351,000 ",,"348,000 ",,"262,000 ",,"422,000 ",,,,,,,,,,,,,,,
,,Q4,,"310,000 ",,"337,000 ",,"333,000 ",,"249,000 ",,"407,000 ",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wales,,,,,,,,,,,,,,,,,,,,,,,,,,,
W92000004,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1992,Q1,,,,,,,,,,,,,,,,,,,,,,,,,
,,Q2,,"71,000 ",,"48,000 ",,"50,000 ",,"37,000 ",,"64,000 ",,,,,,,,,,,,,,,
,,Q3,,"61,000 ",,"47,000 ",,"49,000 ",,"40,000 ",,"64,000 ",,,,,,,,,,,,,,,
,,Q4,,"59,000 ",,"49,000 ",,"50,000 ",,"38,000 ",,"67,000 ",,,,,,,,,,,,,,,
,1993,Q1,,"64,000 ",,"51,000 ",,"53,000 ",,"41,000 ",,"69,000 ",,,,,,,,,,,,,,,
,,Q2,,"62,000 ",,"52,000 ",,"53,000 ",,"41,000 ",,"68,000 ",,,,,,,,,,,,,,,
,,Q3,,"76,000 ",,"47,000 ",,"50,000 ",,"37,000 ",,"68,000 ",,,,,,,,,,,,,,,
,,Q4,,"68,000 ",,"50,000 ",,"54,000 ",,"40,000 ",,"72,000 ",,,,,,,,,,,,,,,
,1994,Q1,,"65,000 ",,"46,000 ",,"49,000 ",,"37,000 ",,"66,000 ",,,,,,,,,,,,,,,
,,Q2,,"67,000 ",,"54,000 ",,"56,000 ",,"42,000 ",,"73,000 ",,,,,,,,,,,,,,,
,,Q3,,"71,000 ",,"54,000 ",,"57,000 ",,"41,000 ",,"77,000 ",,,,,,,,,,,,,,,
,,Q4,,"60,000 ",,"46,000 ",,"49,000 ",,"40,000 ",,"63,000 ",,,,,,,,,,,,,,,
,1995,Q1,,"66,000 ",,"49,000 ",,"51,000 ",,"40,000 ",,"70,000 ",,,,,,,,,,,,,,,
,,Q2,,"65,000 ",,"53,000 ",,"54,000 ",,"39,000 ",,"72,000 ",,,,,,,,,,,,,,,
,,Q3,,"72,000 ",,"51,000 ",,"54,000 ",,"38,000 ",,"72,000 ",,,,,,,,,,,,,,,
,,Q4,,"65,000 ",,"51,000 ",,"53,000 ",,"36,000 ",,"70,000 ",,,,,,,,,,,,,,,
,1996,Q1,,"69,000 ",,"50,000 ",,"53,000 ",,"40,000 ",,"69,000 ",,,,,,,,,,,,,,,
,,Q2,,"69,000 ",,"53,000 ",,"55,000 ",,"42,000 ",,"70,000 ",,,,,,,,,,,,,,,
,,Q3,,"65,000 ",,"54,000 ",,"56,000 ",,"43,000 ",,"68,000 ",,,,,,,,,,,,,,,
,,Q4,,"71,000 ",,"55,000 ",,"56,000 ",,"42,000 ",,"72,000 ",,,,,,,,,,,,,,,
,1997,Q1,,"75,000 ",,"56,000 ",,"58,000 ",,"40,000 ",,"74,000 ",,,,,,,,,,,,,,,
,,Q2,,"83,000 ",,"57,000 ",,"59,000 ",,"41,000 ",,"76,000 ",,,,,,,,,,,,,,,
,,Q3,,"74,000 ",,"58,000 ",,"59,000 ",,"43,000 ",,"76,000 ",,,,,,,,,,,,,,,
,,Q4,,"76,000 ",,"55,000 ",,"57,000 ",,"43,000 ",,"74,000 ",,,,,,,,,,,,,,,
,1998,Q1,,"70,000 ",,"55,000 ",,"57,000 ",,"41,000 ",,"76,000 ",,,,,,,,,,,,,,,
,,Q2,,"78,000 ",,"55,000 ",,"58,000 ",,"48,000 ",,"75,000 ",,,,,,,,,,,,,,,
,,Q3,,"76,000 ",,"62,000 ",,"64,000 ",,"52,000 ",,"78,000 ",,,,,,,,,,,,,,,
,,Q4,,"78,000 ",,"62,000 ",,"65,000 ",,"51,000 ",,"77,000 ",,,,,,,,,,,,,,,
,1999,Q1,,"85,000 ",,"61,000 ",,"65,000 ",,"49,000 ",,"82,000 ",,,,,,,,,,,,,,,
,,Q2,,"75,000 ",,"64,000 ",,"65,000 ",,"52,000 ",,"81,000 ",,,,,,,,,,,,,,,
,,Q3,,"90,000 ",,"65,000 ",,"68,000 ",,"54,000 ",,"82,000 ",,,,,,,,,,,,,,,
,,Q4,,"82,000 ",,"69,000 ",,"71,000 ",,"55,000 ",,"84,000 ",,,,,,,,,,,,,,,
,2000,Q1,,"106,000 ",,"65,000 ",,"70,000 ",,"56,000 ",,"83,000 ",,,,,,,,,,,,,,,
,,Q2,,"91,000 ",,"71,000 ",,"73,000 ",,"57,000 ",,"87,000 ",,,,,,,,,,,,,,,
,,Q3,,"95,000 ",,"71,000 ",,"72,000 ",,"55,000 ",,"87,000 ",,,,,,,,,,,,,,,
,,Q4,,"101,000 ",,"69,000 ",,"73,000 ",,"53,000 ",,"90,000 ",,,,,,,,,,,,,,,
,2001,Q1,,"122,000 ",,"68,000 ",,"73,000 ",,"53,000 ",,"88,000 ",,,,,,,,,,,,,,,
,,Q2,,"106,000 ",,"84,000 ",,"86,000 ",,"67,000 ",,"99,000 ",,,,,,,,,,,,,,,
,,Q3,,"111,000 ",,"76,000 ",,"79,000 ",,"62,000 ",,"93,000 ",,,,,,,,,,,,,,,
,,Q4,,"119,000 ",,"76,000 ",,"79,000 ",,"65,000 ",,"85,000 ",,,,,,,,,,,,,,,
,2002,Q1,,"158,000 ",,"79,000 ",,"84,000 ",,"69,000 ",,"93,000 ",,,,,,,,,,,,,,,
,,Q2,,"146,000 ",,"81,000 ",,"87,000 ",,"70,000 ",,"92,000 ",,,,,,,,,,,,,,,
,,Q3,,"145,000 ",,"91,000 ",,"95,000 ",,"80,000 ",,"106,000 ",,,,,,,,,,,,,,,
,,Q4,,"149,000 ",,"82,000 ",,"87,000 ",,"74,000 ",,"96,000 ",,,,,,,,,,,,,,,
,2003,Q1,,"140,000 ",,"97,000 ",,"99,000 ",,"76,000 ",,"103,000 ",,,,,,,,,,,,,,,
,,Q2,,"146,000 ",,"103,000 ",,"108,000 ",,"83,000 ",,"115,000 ",,,,,,,,,,,,,,,
,,Q3,,"151,000 ",,"113,000 ",,"115,000 ",,"72,000 ",,"123,000 ",,,,,,,,,,,,,,,
,,Q4,,"163,000 ",,"119,000 ",,"122,000 ",,"80,000 ",,"131,000 ",,,,,,,,,,,,,,,
,2004,Q1,,"168,000 ",,"120,000 ",,"122,000 ",,"82,000 ",,"131,000 ",,,,,,,,,,,,,,,
,,Q2,,"183,000 ",,"131,000 ",,"135,000 ",,"91,000 ",,"142,000 ",,,,,,,,,,,,,,,
,,Q3,,"192,000 ",,"143,000 ",,"147,000 ",,"102,000 ",,"155,000 ",,,,,,,,,,,,,,,
,,Q4,,"190,000 ",,"144,000 ",,"148,000 ",,"106,000 ",,"156,000 ",,,,,,,,,,,,,,,
,2005,Q1,,"189,000 ",,"142,000 ",,"146,000 ",,"102,000 ",,"156,000 ",,,,,,,,,,,,,,,
,,Q2,,"198,000 ",,"147,000 ",,"153,000 ",,"109,000 ",,"161,000 ",,,,,,,,,,,,,,,
,,Q3,,"198,000 ",,"150,000 ",,"154,000 ",,"114,000 ",,"166,000 ",,,,,,,,,,,,,,,
,,Q4,,"197,000 ",,"145,000 ",,"147,000 ",,"106,000 ",,"174,000 ",,,,,,,,,,,,,,,
,2006,Q1,,"209,000 ",,"146,000 ",,"148,000 ",,"106,000 ",,"174,000 ",,,,,,,,,,,,,,,
,,Q2,,"201,000 ",,"152,000 ",,"154,000 ",,"112,000 ",,"180,000 ",,,,,,,,,,,,,,,
,,Q3,,"198,000 ",,"162,000 ",,"164,000 ",,"119,000 ",,"189,000 ",,,,,,,,,,,,,,,
,,Q4,,"198,000 ",,"162,000 ",,"164,000 ",,"117,000 ",,"191,000 ",,,,,,,,,,,,,,,
,2007,Q1,,"193,000 ",,"165,000 ",,"167,000 ",,"119,000 ",,"194,000 ",,,,,,,,,,,,,,,
,,Q2,,"203,000 ",,"163,000 ",,"166,000 ",,"121,000 ",,"191,000 ",,,,,,,,,,,,,,,
,,Q3,,"211,000 ",,"172,000 ",,"174,000 ",,"124,000 ",,"201,000 ",,,,,,,,,,,,,,,
,,Q4,,"206,000 ",,"169,000 ",,"172,000 ",,"124,000 ",,"199,000 ",,,,,,,,,,,,,,,
,2008,Q1,,"217,000 ",,"168,000 ",,"171,000 ",,"126,000 ",,"194,000 ",,,,,,,,,,,,,,,
,,Q2,,"209,000 ",,"166,000 ",,"170,000 ",,"126,000 ",,"194,000 ",,,,,,,,,,,,,,,
,,Q3,,"201,000 ",,"170,000 ",,"172,000 ",,"129,000 ",,"194,000 ",,,,,,,,,,,,,,,
,,Q4,,"184,000 ",,"165,000 ",,"167,000 ",,"123,000 ",,"189,000 ",,,,,,,,,,,,,,,
,2009,Q1,,"161,000 ",,"164,000 ",,"164,000 ",,"119,000 ",,"189,000 ",,,,,,,,,,,,,,,
,,Q2,,"163,000 ",,"160,000 ",,"160,000 ",,"122,000 ",,"181,000 ",,,,,,,,,,,,,,,
,,Q3,,"184,000 ",,"167,000 ",,"168,000 ",,"126,000 ",,"189,000 ",,,,,,,,,,,,,,,
,,Q4,,"175,000 ",,"170,000 ",,"170,000 ",,"127,000 ",,"191,000 ",,,,,,,,,,,,,,,
,2010,Q1,,"180,000 ",,"174,000 ",,"174,000 ",,"125,000 ",,"195,000 ",,,,,,,,,,,,,,,
,,Q2,,"175,000 ",,"169,000 ",,"170,000 ",,"126,000 ",,"190,000 ",,,,,,,,,,,,,,,
,,Q3,,"179,000 ",,"174,000 ",,"175,000 ",,"129,000 ",,"197,000 ",,,,,,,,,,,,,,,
,,Q4,,"174,000 ",,"167,000 ",,"168,000 ",,"126,000 ",,"189,000 ",,,,,,,,,,,,,,,
,2011,Q1,,"174,000 ",,"159,000 ",,"160,000 ",,"119,000 ",,"183,000 ",,,,,,,,,,,,,,,
,,Q2,,"177,000 ",,"159,000 ",,"160,000 ",,"121,000 ",,"181,000 ",,,,,,,,,,,,,,,
